"id","name","subdomain","site","phone","addr1","addr2","city","state","zip","notes","discount_code","discount_rate","created_at","updated_at","species","email","contact","facility"
124,"Gulf Coast Pet Crematory","gulfcoastpetcrematory","GulfCoastPetCrematory.com","850-437-9639","Gulf Coast Pet Crematory","4771 Bayou Blvd, PMB 194","Pensacola","FL",32503,"","","","2009-04-16 20:27:29","2013-12-27 22:40:45","pet","jpgibson@cox.net","Jeffery Gibson",""
125,"Broward Pet Cemetery & Crematory","bowardpetcemeterycrematory","","954-476-0743","Broward Pet Cemetery & Crematory","11455 NW 8th Street","Plantation","FL",33325,"Left 2 V/M trying to get email so we could send info. Gave her our website and asked her to take a look. Sending letter, Partner Program and Flyer","","","2009-04-16 21:01:00","2009-04-22 19:23:03","pet","","Sandy Ketchans",""
126,"Central Florida Pet Cemetary","cfpcc","CFPCC.com","352-307-2256","10505 SE 36th Avenue","","Belleview","FL",34420,"","","","2009-04-20 16:04:32","2013-12-27 22:42:30","pet","camacres@aol.com","Janet Erwin",""
127,"Better Than Best Pet After-Care","betterthanbestpetaftercare","","847-727-1555","980 Spyglass Lane","","Naples","FL",34102,"","","","2009-04-20 16:31:21","2013-12-27 22:43:12","pet","rhershenhorn@aol.com","Robert Hershenhorn",""
132,"Pet Cemetery at Chestnut Ridge","chestnutridgepetcemetery","BlairsvilleCemetery.com","702-459-7750","609 East Market Street","","Blairsville","PA",15717,"RD. 04/27/09 Got recording. Left V/M will send std dist. letter and attachments via email. 
 ","","","2009-04-27 18:35:17","2014-01-13 14:02:33","pet","mike@blairesvillecemetery.com","Mike Duffy",""
133,"Cloud Nine Pet Services ","cloudninepetservices","CloudNinePets.com","610-285-2720","9923 Old Route 22","","Breinigsville","PA",18031,"RD 04/27. Will contact Kevin's wife Lisa (Office Mgr) on 04/28 She works Tues & Thurs
4/28-email PP.clark. 
05-14 Follow-up called Kevin said Lisa looked at it, but he hasn't, as they were going on vacation. Said he would try to take some time. They do around 500 cremation, and use carved box's  ","","","2009-04-27 19:46:04","2014-01-13 14:03:16","pet","memorialpark@cloudninepets.com","Kevin Zerwick",""
134,"Abbey Glen Pet Memorial Park","abbeyglenpa","AbbeyGlen.com","215-538-9283","80 Kelly Road","","Quakertown","PA",18951,"RD 4-28 Sent Link and partner letter. Resent on 05/04 to Tammy","","","2009-04-28 20:08:52","2014-01-13 14:03:58","pet","painfo@abbeyglen.com","Tammy Bruno",""
135,"Pet Memorial Services","petmemorialservice","PetMemorialServices.com","610-430-7989","126 Turner Lane","","West Chester","PA",19380,"","","","2009-04-28 20:45:38","2014-01-13 14:05:14","pet","margaretepherton@petmemorialservices.com","Margaret Epherton",""
136,"Alabama Heritage Funeral Home","alabamaheritagefuneralhome","DignityMemorial.com/Alabama-Heritage-Funeral-Home","334-215-0180","10505 Atlanta Highway","","Montgomery","AL",36117,"RD They don't have a web page. Mr Grant is the funeral director. He took a lot of time W/Me and was very impressed with Clarks Urns. Told him I would follow-up W/Email and partner letter with discounts ect. (Email sent 05/08/09 W/Attachements)","","","2009-05-04 01:25:09","2013-12-27 16:34:18","human","edgar.grant@sci-us.com","Edgar Grant","SCI"
137,"Davis-Smith Funeral Home","davissmith-ar","Davis-Smith.com","501-767-8700","2205 Airport Road","","Hot Springs","AR",71913,"","","","2009-05-04 21:26:50","2013-12-27 16:37:19","human","info@davis-smith.com","",""
140,"Down On The Farm, LLC","downonthefarm","DownOnTheFarm-Plano.com","630-553-5441","Down On The Farm, LLC","244 Jeter Road","Plano","IL",60454,"(RD) They display urns, but had not moved many. Did not want to add any. Told him he could buy at a lesser discount, and not stock. That appealed to him. Did not want info via email. Made a comment that he didnot always get his emails. They maybe having an internal struggle?
Sending partner letter and brochure. Mailed 05/06/09. 

","","","2009-05-06 18:50:18","2013-12-27 23:52:20","pet","","Steve Neely",""
141,"Angel View Pet Cemetery & Crematory","angelviewpetcemetery","AngelView.com","508-947-4103","471 Wareham Street","","Middleboro","MA",02346,"Sherry Silvia - General Manager
RD 05/09 Per Sheila, Mr. Morgan is not available. Said to use email off the web. ","","","2009-05-06 19:38:21","2014-01-01 15:15:49","pet","info@angelview.com","William Morgan",""
142,"Loving Pets Crematory","lovingpetscrematory","LovingPetsCrematory.com","804-262-0156","8621 Sanford Drive","","Richmond","VA",23228,"John Rushing

Owner is Blair Nelsen (Patti Krause is his secretary)also has Nelsen Funeral Home and Crematory","","","2009-05-06 20:23:22","2014-01-13 16:55:07","pet","","Paul Faulk",""
143,"Harris Funeral Home","harrisfh","HarrisFuneralHomes.net","501-354-4575","118 South Moose Street","P.O. Box 439","Morrilton","AR",72110,"","","","2009-05-08 16:26:52","2014-01-13 22:52:07","human","","",""
147,"Nelson Funeral Service","nelsonfs-ar","NelsonFuneral.com","870-423-2170","202 East Madison Avenue","","Berryville","AR",72616,"","",50,"2009-05-11 23:25:58","2014-01-13 22:51:41","human","bobby@nelsonfuneral.com","Bobby Thurman",""
148,"Forest Meadows Funeral Home","forestmeadows-fl","ForestMeadowsFH.com","352-378-2528","725 Northwest 23rd Avenue","","Gainesville","FL",32609,"","","","2009-05-14 15:51:07","2014-01-13 22:37:29","human","drusso@forestmeadowsfh.com","Devin Russo",""
149,"Bluegrass Pet Crematorium","bluegrasspetcrematorium","Facebook.com/Bluegrass-Pet-Crematorium","859-258-2052","868 Floyd Drive #102","","Lexington","KY",40505,"rd 05/16/09
Sent email 05/18/09 Left 2 V/M","","","2009-05-17 23:09:47","2014-01-01 14:21:59","pet","pjd32663","Harold Black, DVM",""
150,"Valley Pet Cemetery & Crematory","valleypetcemeteryandcematory","ValleyPet.net","800-962-1467","127 Britner Ave. ","","Williamsport","MD",21795,"RD 05/17/09 Per Tel-Con W/(Ms) Marty 5/18  Sent invitation to Web. Will Call back later this week.  ","","","2009-05-18 00:10:19","2014-01-01 14:43:14","pet","info@valleypet.net","Todd Snook",""
151,"Forget-Me-Not Pet Crematory, Inc.","forgetmenotpetcrematory","Forget-Me-NotPetCrematory.com","(508) 393-0133","80 Lyman Street","","Northborough","MA",01532,"RD 05/18 Left V/M, sent invitation","","","2009-05-19 17:36:45","2014-01-01 14:38:28","pet","rg_brennan@yahoo.com","Ralph Brennan",""
152,"Gorman-Scharpf Funeral Home","gorman-scharpf-mo","GormanScharpf.com","417-886-9994","1947 East Seminole","","Springfield","MO",65804,"","","","2009-05-19 17:40:26","2014-01-01 15:34:07","human","","",""
153,"Greenlawn Funeral Homes","greenlawnfh-mo","GreenlawnFuneralHome.com","417-833-1111","3506 North National","","Springfield","MO",65803,"","","","2009-05-19 17:42:58","2014-01-01 15:36:54","human","","",""
154,"Herman H. Lohmeyer Funeral Home","hhlohmeyerfh-mo","HHLohmeyer.com","417-862-4433","500 E.Walnut Street","","Springfield","MO",65806,"5/20 - signed up as a non-stocking distributor","",20,"2009-05-19 17:44:39","2014-01-01 15:37:45","human","HHL@sofnet.com","Paul Wunderlich",""
157,"Walnut Lawn Funeral Home","walnutlawn-mo","WalnutLawnFuneralHome.com","417-886-6127","2001 W. Walnut Lawn Street","","Springfield","MO",65807,"","","","2009-05-19 18:00:47","2014-01-01 15:39:16","human","","",""
158,"Buddy's Place LLC","buddy'splace","BuddysPlacePetCrematorium.com","(518) 828-4342","192 Knitt Road","","Hudson","NY",12534,"RD 05/19/09 Said she had dial-up and did not want an email. said to send a fax. Told her I would send her a letter, as our brochure would be much better than a Fax copy. Sent letter and PPL 05/20/09. ","","","2009-05-19 21:01:28","2014-01-01 19:45:45","pet","","Karen Walker",""
159,"Griffith Pet Cremation Services","griffithpetcremationservices","","928-757-7692","4125 Irving Street","","Kingman","AZ",86401,"RD 05/20/09 Coral said to send link, and she would have her husband look at them.
Sent link 05/20","","","2009-05-20 19:32:04","2013-12-28 23:16:39","pet","griffithpet@npgcable.com","Coral Griffith",""
160,"Eden Memorial Pet Care","edenmemorialpetcare","EdenMemorialPetCare.com","888-216-6127","202 Easy Street","","Paso Robles","CA",93446,"RD 05/20/09 Left V/M, that we are sending link and PP Letter
Sent 05/20/09","","","2009-05-20 21:08:38","2013-12-28 23:29:35","pet","questions@edenmemorialpetcare.com","Christine Johnson",""
161,"James & Gahr Mortuary","jamesgahr-mo","JamesGahrMortuary.com","573-458-2262","1651 East Hwy 72","","Rolla","MO",65401,"","","","2009-05-21 15:31:01","2014-01-01 15:41:44","human","jgrolla@fidmail.com","",""
162,"Jones Funeral Home","jonesfh-mo","JonesFunerals.com","573-265-3278","200 South Meramec Street","","Saint James","MO",65559,"","","","2009-05-21 15:32:59","2014-01-01 15:42:29","human","","",""
163,"Null & Son Funeral Home","nullandsonfh-mo","NullAndSonFuneralHome.com","573-364-1200","1010 Kingshighway Street","","Rolla","MO",65401,"","","","2009-05-21 15:34:40","2014-01-01 15:44:48","human","nullson@fidnet","Rick Miller - Mgr.",""
164,"Sierra Hills Pet Cemetery","sierrahillspetcemetery","EastLawn.com","916-732-2037","6700 Verner Ave.","","Sacramento","CA",95841,"RD 05/21 Left V/M sending landing and PP Letter (Done 05/21)","","","2009-05-21 17:43:37","2013-12-28 23:30:11","pet","williamb@eastlawn.com","William Becker",""
165,"Roselawn Pet Cemetery & Crematory","roselawnpetcemeterycrematory","RoselawnPueblo.com","719-542-2934","Roselawn Pet Cemetery & Crematory","1706 Roselawn Road","Pueblo","CO",81006,"RD 05/21/09 Per Donna Web site and email are the Same (?)
Sent Invitation & PPL 05/21/09
5/22/09 CM called got email and sent invitation to web site.","","","2009-05-21 21:44:06","2013-12-28 23:43:56","pet","roselawnfuneralhome@comcast.net","Frank Nash",""
168,"Pine Rest Pet Cemetery, Inc.","pinerestpetcemetery","PineRestPetCemeteryWNY.com","716-674-9470","757 Seneca Creek Road","","Buffalo","NY",14224,"RD 06/01/09 Could not get her last name, as she was in a rush. Sending Link and PPL 06/01","","","2009-06-01 20:00:01","2014-01-01 19:48:55","pet","pinerest@adelphia.net","Josephine",""
169,"Pet Heaven Funeral Home","petheavenfuneralhome","PetHeavenFuneralHome.com","716-662-5677","3614 North Buffalo Road","","Orchard Park","NY",14127,"RD 06/01/09 Mona said they would take a look. Sending Link and PPL","","","2009-06-01 20:43:50","2014-01-01 19:49:37","pet","joe@petheavenfuneralhome.com","Mona Wales",""
170,"Final Paws Pet Cemetery & Crematory","finalpaws","Facebook.com/FinalPaws","970-242-7417","2317 H Road","","Grand Junction","CO",81505,"RD 06/03/09 I talked to Teri on 05/29. Her PC was in the shop. Called her 06/03 and she said she still had not gotten her PC back. She asked if we had a brochure that I could mail her. Mailing letter and Pet broch and PPL","","","2009-06-03 18:41:48","2013-12-28 23:45:42","pet","","Teri Branscom",""
171,"Best Friends Pet Cremation Service","bestfriendspetcremationservice","BestFriendsPetCremation.com","505-345-5615","924-D Menaul Blvd, NE","","Albuquerque","NM",87107,"RD 06/04/09 Talked to Vaughn. Sending Link @ PPL 06/04","","","2009-06-04 21:26:10","2014-01-01 19:55:19","pet","vaughnh@bestfriendspetcremation.com","Vaughn Hendron",""
172,"Pet Rest Cemetery & Cremation Service","petrestcarolina","PetRestCarolina.com","843-797-5735","132 Redbank Road, Suite A.","","Goose Creek","SC",29445,"email/ letter sent 6/5/09 past due invoice 264 
sent partner program letter","","","2009-06-05 16:35:00","2014-01-13 14:22:48","pet","petrest09@aol.com","Diane Rozier",""
173,"Bayliff & Son Pet Crematory ","bayliffandsonpetcrematory","BayliffAndSon.com","419-645-6700","311 West Main Street","","Cridersville","OH",45806,"RD 06/09/09 Talked to Valery to get email address. They also are a Human Funeral Home & Crematory. Sending Link and PPL","","","2009-06-09 19:38:15","2014-01-01 22:36:08","pet","bayliff@bright.net","Valery Bayliff",""
176,"Maraman-Billings Funeral Home","maramanbillings-ky","MaramanBillings.com","502-543-6881","605 South Preston Highway","","Shepherdsville","KY",40165,"8-3-09 visit
Purchased one cedar keepsake and one acorn - $190","",50,"2009-08-03 00:41:41","2014-01-13 22:11:44","human","","Dave Billings, Owner",""
184,"Frurip-May Funeral Home","fruripmay-in","FruripMayFuneralHome.com","260-463-3131","309 West Michigan Street","","LaGrange","IN",46761,"Visit 8-6-09
","","","2009-08-06 15:21:27","2014-01-13 22:16:08","human","","",""
187,"Snyder Funeral Homes","snyder-oh","SnyderFuneralHomes.com","419-946-3040","76 South Main Street","","Mount Gilead","OH",43338,"Visit 8-12-09","","","2009-08-12 01:05:19","2014-01-01 22:39:30","human","morrow@snyderfuneralhomes.com","",""
192,"Johnson's Funeral Home","johnsons-ky","JohnsonsFuneralHome.com","502-863-3550","641 South Broadway","","Georgetown","KY",40324,"Visit 8-19-09

Purchased 1 full size Ambrozia Maple - 2861200
 2 keepsakes, 1 Curly Maple - 2878060 & 1 Box Elder - 2772050
 2 acorns","",50,"2009-08-19 00:00:10","2014-01-13 22:11:07","human","blackbelt98_99@yahoo.com","Elizabeth Johnson-Jones",""
195,"Kerr Brothers Funeral Home","kerrbrothers","KerrBrothersFuneralHome.com","859-252-6767","463 East Main","","Lexington","KY",40507,"Visit 8-19-09 [cm]
08/07/13 Added as newest distributor, sent email w-link.  Billy is located at the other facility [ac].

","",50,"2009-08-19 00:11:25","2014-01-13 22:10:33","human","kb@kerrbrothers.com","Billy Shell - Partner / FD",""
196,"Horan & McConaty","horanandmcconaty","HoranCares.com","303-359-4101","1150 East Dartmouth Avenue","","Aurora","CO",80014,"Has 6 FH. Meet Daren Forbes @ 09-CANA show - dforbes@horancares.com

","","","2009-08-25 15:31:39","2014-01-13 22:41:47","human","jhoran@horancares.com","John Horan",""
201,"Anderson-McQueen Family Tribute Center","andersonmcqueen","AndersonMcQueen.com","727-822-2059","2201 Dr. Martin Luther King Street North","","St. Petersburg","FL",33704,"","",50,"2009-09-16 20:18:28","2014-01-13 22:36:50","human","bill.mcqueen@andersonmcqueen.com","William McQueen",""
202,"Noah's Pet Cemetery & Pet Crematory, Inc.","noahspetcemetery","NoahsPetCemetery.com","616-949-1390","2727 Orange Avenue","","Grand Rapids","MI",49546,"","",50,"2009-09-26 15:25:29","2014-01-01 14:50:18","pet","noahspc@comcast.net","Robert McGee",""
203,"Pet Cremation Services","petcremationkc","PetCremationKC.com","816-941-2009","13508 Oak Street","","Kansas City","MO",64145,"Linda Crawford","",50,"2009-09-26 15:45:11","2014-01-01 15:45:23","pet","lcrawford@fcindustries.com","Joe Crawford",""
204,"Bliley's Personalized Funeral & Cremation Services","blileys","www.blileyfuneralhomes.com","804-355-3800","PO.Box 6267 ","","Richmond, VA","PW",23230,"10/02/13: Clark cold called on FH and met Bill Carter.  He recommended that we see James Barnett.  The Distributor Page was already in database with James as the contact; changed State from VA to PW.  Sent thank you email with landing page to Bill Carter for Clark [ac].
10/22/13: Bill Carter & Eric Bliley visited booth at NFDA and were very complimentary on product [ac].","",50,"2009-11-12 16:17:46","2013-10-29 13:03:07","human","jbarnett@blileys.co","James M. Barnett",""
205,"Feeney Funeral Home","feeneyfuneralhome","FeeneyFuneralHome.com","201-444-7650","232 Franklin Avenue","","Ridgewood","NJ",07450,"","","","2009-11-12 19:32:43","2014-01-01 19:18:28","human","ginny.sanzo@carriageservices.com","Ginny Sanzo",""
207,"Amicus-Pet-Cremation Centre ","amicuspetfuneralcentre","Amicus-Pet-Cremation.com","514-353-9999","9691, Metropolitan Blvd. East","Montreal, Quebec H1J 3C1","CANADA","CA","","","","","2009-11-27 19:36:52","2013-12-28 23:32:36","pet","info@amicus-pet-cremation.com","Angelica Aiello",""
211,"My Pampered Pooch","mypamperedpooch","MyPamperedPoochUSA.com","770-629-1845","2862 W. Highway 54","","Peachtree City","GA",30269,"",783,"","2010-01-21 16:07:23","2013-12-28 22:02:39","pet","lori@mypamperedpoochusa.com","Lori Lawrence",""
212,"White Rose Pet Memorial Services","whiterose","WhiteRosePet.com","802-254-4749","884 South Street","","Brattleboro","VT",05301,"","","","2010-01-22 20:20:43","2014-01-13 16:58:48","pet","whiteros@sover.net","Steve Hellus",""
213,"Pet Cremation Services","petcremationnevada","PetCremationNevada.com","775-727-0920","P.O. Box 4575","","Pahrump","NV",89041,"11/9/11:  We received an email through petcremationnevada, so I called Sheri to inquire about the lead.  Explained who we are and sent a link stating a 20% trade discount.  They are an online only retailer that does not stock anything. [AC]","","","2010-01-22 20:33:47","2014-01-01 19:32:56","pet","sheri@petcremationnevada.com","Sheri Allen",""
214,"Evercare Veterinary Crematory Services","evercare","Facebook.com/EvercareVCS","215-444-9295","387 Nina Way","","Warminster","PA",18974,"","","","2010-01-22 22:59:48","2014-01-13 14:07:45","pet","jwitthoff@msn.com","Jenny Witthoff",""
216,"Parrott Funeral Home","parrottfuneralhome","ParrottFuneralHome.com","770-964-4800","8355 Senoia Road, Highway 74","","Fairburn","GA",30213,"Also has a pet crematorium called ""Loyal Companion""
770-969-0866","",50,"2010-01-28 12:52:51","2014-01-13 22:30:34","human","info@parrottfuneralhome.com","Tim Parrott",""
217,"Busch Pet Products","buschpet","BuschPetProductsCare.Homestead.com","573-335-4076","1720 Kingsway Drive, Suite 105","","Cape Girardeau","MO",63701,"","","","2010-02-02 00:47:24","2014-01-01 15:48:25","pet","","Stacy",""
218,"Pet Memorial Stones Ontario","rockyourworld","RockYourWorld.ca","289-231-8751","24 Tottenham Road","Alliston, Ontario L9R 1Z2","CANADA","CA","","","","","2010-02-02 00:59:36","2013-12-28 23:35:15","pet","","Andy Noddin - Owner",""
219,"Best Friends of Mississippi - A Pet Crematorium","bestfriends","BestFrnds.com","601-922-5554","100 Shubuta Street","","Jackson","MS",39209,"","","","2010-03-02 14:15:30","2014-01-01 15:59:55","pet","gibson@bestfrnds.com","Gibson",""
220," Lemasters Consulting, LLC","lemasters","LemastersConsulting.com","513-407-8114","3644 Werk Road #58413","","Cincinnati","OH",45258,"","","","2010-03-02 15:11:58","2014-01-01 22:42:53","human","poul@lemastersconsulting.com","Paul Lemasters",""
